book,chapter,verse,text,preprocessed_text,label
acts-of-the-apostles,9.0,42.0,γνωστον δε εγενετο καθ ολης της ιοππης και πολλοι επιστευσαν επι τον κυριον,γνωστον δε εγενετο καθ ολης της ιοππης και πολλοι επιστευσαν επι τον κυριον,0
acts-of-the-apostles,9.0,43.0,εγενετο δε ημερας ικανας μειναι αυτον εν ιοππη παρα τινι σιμωνι βυρσει,εγενετο δε ημερας ικανας μειναι αυτον εν ιοππη παρα τινι σιμωνι βυρσει,0
acts-of-the-apostles,10.0,1.0,ανηρ δε τις ην εν καισαρεια ονοματι κορνηλιος εκατονταρχης εκ σπειρης της καλουμενης ιταλικης,ανηρ δε τις ην εν καισαρεια ονοματι κορνηλιος εκατονταρχης εκ σπειρης της καλουμενης ιταλικης,0
acts-of-the-apostles,10.0,2.0,ευσεβης και φοβουμενος τον θεον συν παντι τω οικω αυτου ποιων τε ελεημοσυνας πολλας τω λαω και δεομενος του θεου διαπαντος,ευσεβης και φοβουμενος τον θεον συν παντι τω οικω αυτου ποιων τε ελεημοσυνας πολλας τω λαω και δεομενος του θεου διαπαντος,0
acts-of-the-apostles,10.0,3.0,ειδεν εν οραματι φανερως ωσει ωραν εννατην της ημερας αγγελον του θεου εισελθοντα προς αυτον και ειποντα αυτω κορνηλιε,ειδεν εν οραματι φανερως ωσει ωραν εννατην της ημερας αγγελον του θεου εισελθοντα προς αυτον και ειποντα αυτω κορνηλιε,0
acts-of-the-apostles,10.0,4.0,ο δε ατενισας αυτω και εμφοβος γενομενος ειπεν τι εστιν κυριε ειπεν δε αυτω αι προσευχαι σου και αι ελεημοσυναι σου ανεβησαν εις μνημοσυνον ενωπιον του θεου,ο δε ατενισας αυτω και εμφοβος γενομενος ειπεν τι εστιν κυριε ειπεν δε αυτω αι προσευχαι σου και αι ελεημοσυναι σου ανεβησαν εις μνημοσυνον ενωπιον του θεου,0
acts-of-the-apostles,10.0,5.0,και νυν πεμψον εις ιοππην ανδρας και μεταπεμψαι σιμωνα ος επικαλειται πετρος,και νυν πεμψον εις ιοππην ανδρας και μεταπεμψαι σιμωνα ος επικαλειται πετρος,0
acts-of-the-apostles,10.0,6.0,ουτος ξενιζεται παρα τινι σιμωνι βυρσει ω εστιν οικια παρα θαλασσαν ουτος λαλησει σοι τι σε δει ποιειν,ουτος ξενιζεται παρα τινι σιμωνι βυρσει ω εστιν οικια παρα θαλασσαν ουτος λαλησει σοι τι σε δει ποιειν,0
acts-of-the-apostles,10.0,7.0,ως δε απηλθεν ο αγγελος ο λαλων τω κορνηλιω φωνησας δυο των οικετων αυτου και στρατιωτην ευσεβη των προσκαρτερουντων αυτω,ως δε απηλθεν ο αγγελος ο λαλων τω κορνηλιω φωνησας δυο των οικετων αυτου και στρατιωτην ευσεβη των προσκαρτερουντων αυτω,0
acts-of-the-apostles,10.0,8.0,και εξηγησαμενος αυτοις απαντα απεστειλεν αυτους εις την ιοππην,και εξηγησαμενος αυτοις απαντα απεστειλεν αυτους εις την ιοππην,0
acts-of-the-apostles,10.0,9.0,τη δε επαυριον οδοιπορουντων εκεινων και τη πολει εγγιζοντων ανεβη πετρος επι το δωμα προσευξασθαι περι ωραν εκτην,τη δε επαυριον οδοιπορουντων εκεινων και τη πολει εγγιζοντων ανεβη πετρος επι το δωμα προσευξασθαι περι ωραν εκτην,0
acts-of-the-apostles,10.0,10.0,εγενετο δε προσπεινος και ηθελεν γευσασθαι παρασκευαζοντων δε εκεινων επεπεσεν επ αυτον εκστασις,εγενετο δε προσπεινος και ηθελεν γευσασθαι παρασκευαζοντων δε εκεινων επεπεσεν επ αυτον εκστασις,0
acts-of-the-apostles,10.0,11.0,και θεωρει τον ουρανον ανεωγμενον και καταβαινον επ αυτον σκευος τι ως οθονην μεγαλην τεσσαρσιν αρχαις δεδεμενον και καθιεμενον επι της γης,και θεωρει τον ουρανον ανεωγμενον και καταβαινον επ αυτον σκευος τι ως οθονην μεγαλην τεσσαρσιν αρχαις δεδεμενον και καθιεμενον επι της γης,0
acts-of-the-apostles,10.0,12.0,εν ω υπηρχεν παντα τα τετραποδα της γης και τα θηρια και τα ερπετα και τα πετεινα του ουρανου,εν ω υπηρχεν παντα τα τετραποδα της γης και τα θηρια και τα ερπετα και τα πετεινα του ουρανου,0
acts-of-the-apostles,10.0,13.0,και εγενετο φωνη προς αυτον αναστας πετρε θυσον και φαγε,και εγενετο φωνη προς αυτον αναστας πετρε θυσον και φαγε,0
acts-of-the-apostles,10.0,14.0,ο δε πετρος ειπεν μηδαμως κυριε οτι ουδεποτε εφαγον παν κοινον η ακαθαρτον,ο δε πετρος ειπεν μηδαμως κυριε οτι ουδεποτε εφαγον παν κοινον η ακαθαρτον,0
acts-of-the-apostles,10.0,15.0,και φωνη παλιν εκ δευτερου προς αυτον α ο θεος εκαθαρισεν συ μη κοινου,και φωνη παλιν εκ δευτερου προς αυτον α ο θεος εκαθαρισεν συ μη κοινου,0
acts-of-the-apostles,10.0,16.0,τουτο δε εγενετο επι τρις και παλιν ανεληφθη το σκευος εις τον ουρανον,τουτο δε εγενετο επι τρις και παλιν ανεληφθη το σκευος εις τον ουρανον,0
acts-of-the-apostles,10.0,17.0,ως δε εν εαυτω διηπορει ο πετρος τι αν ειη το οραμα ο ειδεν και ιδου οι ανδρες οι απεσταλμενοι απο του κορνηλιου διερωτησαντες την οικιαν σιμωνος επεστησαν επι τον πυλωνα,ως δε εν εαυτω διηπορει ο πετρος τι αν ειη το οραμα ο ειδεν και ιδου οι ανδρες οι απεσταλμενοι απο του κορνηλιου διερωτησαντες την οικιαν σιμωνος επεστησαν επι τον πυλωνα,0
acts-of-the-apostles,10.0,18.0,και φωνησαντες επυνθανοντο ει σιμων ο επικαλουμενος πετρος ενθαδε ξενιζεται,και φωνησαντες επυνθανοντο ει σιμων ο επικαλουμενος πετρος ενθαδε ξενιζεται,0
acts-of-the-apostles,10.0,19.0,του δε πετρου ενθυμουμενου περι του οραματος ειπεν αυτω το πνευμα ιδου ανδρες τρεις ζητουσιν σε,του δε πετρου ενθυμουμενου περι του οραματος ειπεν αυτω το πνευμα ιδου ανδρες τρεις ζητουσιν σε,0
acts-of-the-apostles,10.0,20.0,αλλα αναστας καταβηθι και πορευου συν αυτοις μηδεν διακρινομενος διοτι εγω απεσταλκα αυτους,αλλα αναστας καταβηθι και πορευου συν αυτοις μηδεν διακρινομενος διοτι εγω απεσταλκα αυτους,0
acts-of-the-apostles,10.0,21.0,καταβας δε πετρος προς τους ανδρας τους απεσταλμενους απο του κορνηλιου προς αυτον ειπεν ιδου εγω ειμι ον ζητειτε τις η αιτια δι ην παρεστε,καταβας δε πετρος προς τους ανδρας τους απεσταλμενους απο του κορνηλιου προς αυτον ειπεν ιδου εγω ειμι ον ζητειτε τις η αιτια δι ην παρεστε,0
acts-of-the-apostles,10.0,22.0,οι δε ειπον κορνηλιος εκατονταρχης ανηρ δικαιος και φοβουμενος τον θεον μαρτυρουμενος τε υπο ολου του εθνους των ιουδαιων εχρηματισθη υπο αγγελου αγιου μεταπεμψασθαι σε εις τον οικον αυτου και ακουσαι ρηματα παρα σου,οι δε ειπον κορνηλιος εκατονταρχης ανηρ δικαιος και φοβουμενος τον θεον μαρτυρουμενος τε υπο ολου του εθνους των ιουδαιων εχρηματισθη υπο αγγελου αγιου μεταπεμψασθαι σε εις τον οικον αυτου και ακουσαι ρηματα παρα σου,0
acts-of-the-apostles,10.0,23.0,εισκαλεσαμενος ουν αυτους εξενισεν τη δε επαυριον ο πετρος εξηλθεν συν αυτοις και τινες των αδελφων των απο της ιοππης συνηλθον αυτω,εισκαλεσαμενος ουν αυτους εξενισεν τη δε επαυριον ο πετρος εξηλθεν συν αυτοις και τινες των αδελφων των απο της ιοππης συνηλθον αυτω,0
acts-of-the-apostles,10.0,24.0,και τη επαυριον εισηλθον εις την καισαρειαν ο δε κορνηλιος ην προσδοκων αυτους συγκαλεσαμενος τους συγγενεις αυτου και τους αναγκαιους φιλους,και τη επαυριον εισηλθον εις την καισαρειαν ο δε κορνηλιος ην προσδοκων αυτους συγκαλεσαμενος τους συγγενεις αυτου και τους αναγκαιους φιλους,0
acts-of-the-apostles,10.0,25.0,ως δε εγενετο εισελθειν τον πετρον συναντησας αυτω ο κορνηλιος πεσων επι τους ποδας προσεκυνησεν,ως δε εγενετο εισελθειν τον πετρον συναντησας αυτω ο κορνηλιος πεσων επι τους ποδας προσεκυνησεν,0
acts-of-the-apostles,10.0,26.0,ο δε πετρος αυτον ηγειρεν λεγων αναστηθι καγω αυτος ανθρωπος ειμι,ο δε πετρος αυτον ηγειρεν λεγων αναστηθι καγω αυτος ανθρωπος ειμι,0
acts-of-the-apostles,10.0,27.0,και συνομιλων αυτω εισηλθεν και ευρισκει συνεληλυθοτας πολλους,και συνομιλων αυτω εισηλθεν και ευρισκει συνεληλυθοτας πολλους,0
acts-of-the-apostles,10.0,28.0,εφη τε προς αυτους υμεις επιστασθε ως αθεμιτον εστιν ανδρι ιουδαιω κολλασθαι η προσερχεσθαι αλλοφυλω και εμοι ο θεος εδειξεν μηδενα κοινον η ακαθαρτον λεγειν ανθρωπον,εφη τε προς αυτους υμεις επιστασθε ως αθεμιτον εστιν ανδρι ιουδαιω κολλασθαι η προσερχεσθαι αλλοφυλω και εμοι ο θεος εδειξεν μηδενα κοινον η ακαθαρτον λεγειν ανθρωπον,0
acts-of-the-apostles,10.0,29.0,διο και αναντιρρητως ηλθον μεταπεμφθεις πυνθανομαι ουν τινι λογω μετεπεμψασθε με,διο και αναντιρρητως ηλθον μεταπεμφθεις πυνθανομαι ουν τινι λογω μετεπεμψασθε με,0
acts-of-the-apostles,10.0,30.0,και ο κορνηλιος εφη απο τεταρτης ημερας μεχρι ταυτης της ωρας ημην νηστευων και την εννατην ωραν προσευχομενος εν τω οικω μου και ιδου ανηρ εστη ενωπιον μου εν εσθητι λαμπρα,και ο κορνηλιος εφη απο τεταρτης ημερας μεχρι ταυτης της ωρας ημην νηστευων και την εννατην ωραν προσευχομενος εν τω οικω μου και ιδου ανηρ εστη ενωπιον μου εν εσθητι λαμπρα,0
acts-of-the-apostles,10.0,31.0,και φησιν κορνηλιε εισηκουσθη σου η προσευχη και αι ελεημοσυναι σου εμνησθησαν ενωπιον του θεου,και φησιν κορνηλιε εισηκουσθη σου η προσευχη και αι ελεημοσυναι σου εμνησθησαν ενωπιον του θεου,0
acts-of-the-apostles,10.0,32.0,πεμψον ουν εις ιοππην και μετακαλεσαι σιμωνα ος επικαλειται πετρος ουτος ξενιζεται εν οικια σιμωνος βυρσεως παρα θαλασσαν ος παραγενομενος λαλησει σοι,πεμψον ουν εις ιοππην και μετακαλεσαι σιμωνα ος επικαλειται πετρος ουτος ξενιζεται εν οικια σιμωνος βυρσεως παρα θαλασσαν ος παραγενομενος λαλησει σοι,0
acts-of-the-apostles,10.0,33.0,εξαυτης ουν επεμψα προς σε συ τε καλως εποιησας παραγενομενος νυν ουν παντες ημεις ενωπιον του θεου παρεσμεν ακουσαι παντα τα προστεταγμενα σοι υπο του θεου,εξαυτης ουν επεμψα προς σε συ τε καλως εποιησας παραγενομενος νυν ουν παντες ημεις ενωπιον του θεου παρεσμεν ακουσαι παντα τα προστεταγμενα σοι υπο του θεου,0
acts-of-the-apostles,10.0,34.0,ανοιξας δε πετρος το στομα ειπεν επ αληθειας καταλαμβανομαι οτι ουκ εστιν προσωποληπτης ο θεος,ανοιξας δε πετρος το στομα ειπεν επ αληθειας καταλαμβανομαι οτι ουκ εστιν προσωποληπτης ο θεος,0
acts-of-the-apostles,10.0,35.0,αλλ εν παντι εθνει ο φοβουμενος αυτον και εργαζομενος δικαιοσυνην δεκτος αυτω εστιν,αλλ εν παντι εθνει ο φοβουμενος αυτον και εργαζομενος δικαιοσυνην δεκτος αυτω εστιν,0
acts-of-the-apostles,10.0,36.0,τον λογον ον απεστειλεν τοις υιοις ισραηλ ευαγγελιζομενος ειρηνην δια ιησου χριστου ουτος εστιν παντων κυριος,τον λογον ον απεστειλεν τοις υιοις ισραηλ ευαγγελιζομενος ειρηνην δια ιησου χριστου ουτος εστιν παντων κυριος,0
acts-of-the-apostles,10.0,37.0,υμεις οιδατε το γενομενον ρημα καθ ολης της ιουδαιας αρξαμενον απο της γαλιλαιας μετα το βαπτισμα ο εκηρυξεν ιωαννης,υμεις οιδατε το γενομενον ρημα καθ ολης της ιουδαιας αρξαμενον απο της γαλιλαιας μετα το βαπτισμα ο εκηρυξεν ιωαννης,0
acts-of-the-apostles,10.0,38.0,ιησουν τον απο ναζαρετ ως εχρισεν αυτον ο θεος πνευματι αγιω και δυναμει ος διηλθεν ευεργετων και ιωμενος παντας τους καταδυναστευομενους υπο του διαβολου οτι ο θεος ην μετ αυτου,ιησουν τον απο ναζαρετ ως εχρισεν αυτον ο θεος πνευματι αγιω και δυναμει ος διηλθεν ευεργετων και ιωμενος παντας τους καταδυναστευομενους υπο του διαβολου οτι ο θεος ην μετ αυτου,0
acts-of-the-apostles,10.0,39.0,και ημεις εσμεν μαρτυρες παντων ων εποιησεν εν τε τη χωρα των ιουδαιων και εν ιερουσαλημ ον ανειλον κρεμασαντες επι ξυλου,και ημεις εσμεν μαρτυρες παντων ων εποιησεν εν τε τη χωρα των ιουδαιων και εν ιερουσαλημ ον ανειλον κρεμασαντες επι ξυλου,0
acts-of-the-apostles,10.0,40.0,τουτον ο θεος ηγειρεν τη τριτη ημερα και εδωκεν αυτον εμφανη γενεσθαι,τουτον ο θεος ηγειρεν τη τριτη ημερα και εδωκεν αυτον εμφανη γενεσθαι,0
acts-of-the-apostles,10.0,41.0,ου παντι τω λαω αλλα μαρτυσιν τοις προκεχειροτονημενοις υπο του θεου ημιν οιτινες συνεφαγομεν και συνεπιομεν αυτω μετα το αναστηναι αυτον εκ νεκρων,ου παντι τω λαω αλλα μαρτυσιν τοις προκεχειροτονημενοις υπο του θεου ημιν οιτινες συνεφαγομεν και συνεπιομεν αυτω μετα το αναστηναι αυτον εκ νεκρων,0
acts-of-the-apostles,10.0,42.0,και παρηγγειλεν ημιν κηρυξαι τω λαω και διαμαρτυρασθαι οτι αυτος εστιν ο ωρισμενος υπο του θεου κριτης ζωντων και νεκρων,και παρηγγειλεν ημιν κηρυξαι τω λαω και διαμαρτυρασθαι οτι αυτος εστιν ο ωρισμενος υπο του θεου κριτης ζωντων και νεκρων,0
acts-of-the-apostles,10.0,43.0,τουτω παντες οι προφηται μαρτυρουσιν αφεσιν αμαρτιων λαβειν δια του ονοματος αυτου παντα τον πιστευοντα εις αυτον,τουτω παντες οι προφηται μαρτυρουσιν αφεσιν αμαρτιων λαβειν δια του ονοματος αυτου παντα τον πιστευοντα εις αυτον,0
acts-of-the-apostles,10.0,44.0,ετι λαλουντος του πετρου τα ρηματα ταυτα επεπεσεν το πνευμα το αγιον επι παντας τους ακουοντας τον λογον,ετι λαλουντος του πετρου τα ρηματα ταυτα επεπεσεν το πνευμα το αγιον επι παντας τους ακουοντας τον λογον,0
acts-of-the-apostles,10.0,45.0,και εξεστησαν οι εκ περιτομης πιστοι οσοι συνηλθον τω πετρω οτι και επι τα εθνη η δωρεα του αγιου πνευματος εκκεχυται,και εξεστησαν οι εκ περιτομης πιστοι οσοι συνηλθον τω πετρω οτι και επι τα εθνη η δωρεα του αγιου πνευματος εκκεχυται,0
acts-of-the-apostles,10.0,46.0,ηκουον γαρ αυτων λαλουντων γλωσσαις και μεγαλυνοντων τον θεον τοτε απεκριθη ο πετρος,ηκουον γαρ αυτων λαλουντων γλωσσαις και μεγαλυνοντων τον θεον τοτε απεκριθη ο πετρος,0
acts-of-the-apostles,10.0,47.0,μητι το υδωρ κωλυσαι δυναται τις του μη βαπτισθηναι τουτους οιτινες το πνευμα το αγιον ελαβον καθως και ημεις,μητι το υδωρ κωλυσαι δυναται τις του μη βαπτισθηναι τουτους οιτινες το πνευμα το αγιον ελαβον καθως και ημεις,0
acts-of-the-apostles,10.0,48.0,προσεταξεν τε αυτους βαπτισθηναι εν τω ονοματι του κυριου τοτε ηρωτησαν αυτον επιμειναι ημερας τινας,προσεταξεν τε αυτους βαπτισθηναι εν τω ονοματι του κυριου τοτε ηρωτησαν αυτον επιμειναι ημερας τινας,0
acts-of-the-apostles,11.0,1.0,ηκουσαν δε οι αποστολοι και οι αδελφοι οι οντες κατα την ιουδαιαν οτι και τα εθνη εδεξαντο τον λογον του θεου,ηκουσαν δε οι αποστολοι και οι αδελφοι οι οντες κατα την ιουδαιαν οτι και τα εθνη εδεξαντο τον λογον του θεου,0
acts-of-the-apostles,11.0,2.0,και οτε ανεβη πετρος εις ιεροσολυμα διεκρινοντο προς αυτον οι εκ περιτομης,και οτε ανεβη πετρος εις ιεροσολυμα διεκρινοντο προς αυτον οι εκ περιτομης,0
acts-of-the-apostles,11.0,3.0,λεγοντες οτι προς ανδρας ακροβυστιαν εχοντας εισηλθες και συνεφαγες αυτοις,λεγοντες οτι προς ανδρας ακροβυστιαν εχοντας εισηλθες και συνεφαγες αυτοις,0
acts-of-the-apostles,11.0,4.0,αρξαμενος δε ο πετρος εξετιθετο αυτοις καθεξης λεγων,αρξαμενος δε ο πετρος εξετιθετο αυτοις καθεξης λεγων,0
acts-of-the-apostles,11.0,5.0,εγω ημην εν πολει ιοππη προσευχομενος και ειδον εν εκστασει οραμα καταβαινον σκευος τι ως οθονην μεγαλην τεσσαρσιν αρχαις καθιεμενην εκ του ουρανου και ηλθεν αχρις εμου,εγω ημην εν πολει ιοππη προσευχομενος και ειδον εν εκστασει οραμα καταβαινον σκευος τι ως οθονην μεγαλην τεσσαρσιν αρχαις καθιεμενην εκ του ουρανου και ηλθεν αχρις εμου,0
acts-of-the-apostles,11.0,6.0,εις ην ατενισας κατενοουν και ειδον τα τετραποδα της γης και τα θηρια και τα ερπετα και τα πετεινα του ουρανου,εις ην ατενισας κατενοουν και ειδον τα τετραποδα της γης και τα θηρια και τα ερπετα και τα πετεινα του ουρανου,0
acts-of-the-apostles,11.0,7.0,ηκουσα δε φωνης λεγουσης μοι αναστας πετρε θυσον και φαγε,ηκουσα δε φωνης λεγουσης μοι αναστας πετρε θυσον και φαγε,0
acts-of-the-apostles,11.0,8.0,ειπον δε μηδαμως κυριε οτι παν κοινον η ακαθαρτον ουδεποτε εισηλθεν εις το στομα μου,ειπον δε μηδαμως κυριε οτι παν κοινον η ακαθαρτον ουδεποτε εισηλθεν εις το στομα μου,0
acts-of-the-apostles,11.0,9.0,απεκριθη δε μοι φωνη εκ δευτερου εκ του ουρανου α ο θεος εκαθαρισεν συ μη κοινου,απεκριθη δε μοι φωνη εκ δευτερου εκ του ουρανου α ο θεος εκαθαρισεν συ μη κοινου,0
acts-of-the-apostles,11.0,10.0,τουτο δε εγενετο επι τρις και παλιν ανεσπασθη απαντα εις τον ουρανον,τουτο δε εγενετο επι τρις και παλιν ανεσπασθη απαντα εις τον ουρανον,0
acts-of-the-apostles,11.0,11.0,και ιδου εξαυτης τρεις ανδρες επεστησαν επι την οικιαν εν η ημην απεσταλμενοι απο καισαρειας προς με,και ιδου εξαυτης τρεις ανδρες επεστησαν επι την οικιαν εν η ημην απεσταλμενοι απο καισαρειας προς με,0
acts-of-the-apostles,11.0,12.0,ειπεν δε μοι το πνευμα συνελθειν αυτοις μηδεν διακρινομενον ηλθον δε συν εμοι και οι εξ αδελφοι ουτοι και εισηλθομεν εις τον οικον του ανδρος,ειπεν δε μοι το πνευμα συνελθειν αυτοις μηδεν διακρινομενον ηλθον δε συν εμοι και οι εξ αδελφοι ουτοι και εισηλθομεν εις τον οικον του ανδρος,0
acts-of-the-apostles,11.0,13.0,απηγγειλεν τε ημιν πως ειδεν τον αγγελον εν τω οικω αυτου σταθεντα και ειποντα αυτω αποστειλον εις ιοππην ανδρας και μεταπεμψαι σιμωνα τον επικαλουμενον πετρον,απηγγειλεν τε ημιν πως ειδεν τον αγγελον εν τω οικω αυτου σταθεντα και ειποντα αυτω αποστειλον εις ιοππην ανδρας και μεταπεμψαι σιμωνα τον επικαλουμενον πετρον,0
acts-of-the-apostles,11.0,14.0,ος λαλησει ρηματα προς σε εν οις σωθηση συ και πας ο οικος σου,ος λαλησει ρηματα προς σε εν οις σωθηση συ και πας ο οικος σου,0
acts-of-the-apostles,11.0,15.0,εν δε τω αρξασθαι με λαλειν επεπεσεν το πνευμα το αγιον επ αυτους ωσπερ και εφ ημας εν αρχη,εν δε τω αρξασθαι με λαλειν επεπεσεν το πνευμα το αγιον επ αυτους ωσπερ και εφ ημας εν αρχη,0
acts-of-the-apostles,11.0,16.0,εμνησθην δε του ρηματος κυριου ως ελεγεν ιωαννης μεν εβαπτισεν υδατι υμεις δε βαπτισθησεσθε εν πνευματι αγιω,εμνησθην δε του ρηματος κυριου ως ελεγεν ιωαννης μεν εβαπτισεν υδατι υμεις δε βαπτισθησεσθε εν πνευματι αγιω,0
acts-of-the-apostles,11.0,17.0,ει ουν την ισην δωρεαν εδωκεν αυτοις ο θεος ως και ημιν πιστευσασιν επι τον κυριον ιησουν χριστον εγω δε τις ημην δυνατος κωλυσαι τον θεον,ει ουν την ισην δωρεαν εδωκεν αυτοις ο θεος ως και ημιν πιστευσασιν επι τον κυριον ιησουν χριστον εγω δε τις ημην δυνατος κωλυσαι τον θεον,0
acts-of-the-apostles,11.0,18.0,ακουσαντες δε ταυτα ησυχασαν και εδοξαζον τον θεον λεγοντες αραγε και τοις εθνεσιν ο θεος την μετανοιαν εδωκεν εις ζωην,ακουσαντες δε ταυτα ησυχασαν και εδοξαζον τον θεον λεγοντες αραγε και τοις εθνεσιν ο θεος την μετανοιαν εδωκεν εις ζωην,0
acts-of-the-apostles,11.0,19.0,οι μεν ουν διασπαρεντες απο της θλιψεως της γενομενης επι στεφανω διηλθον εως φοινικης και κυπρου και αντιοχειας μηδενι λαλουντες τον λογον ει μη μονον ιουδαιοις,οι μεν ουν διασπαρεντες απο της θλιψεως της γενομενης επι στεφανω διηλθον εως φοινικης και κυπρου και αντιοχειας μηδενι λαλουντες τον λογον ει μη μονον ιουδαιοις,0
acts-of-the-apostles,11.0,20.0,ησαν δε τινες εξ αυτων ανδρες κυπριοι και κυρηναιοι οιτινες εισελθοντες εις αντιοχειαν ελαλουν προς τους ελληνιστας ευαγγελιζομενοι τον κυριον ιησουν,ησαν δε τινες εξ αυτων ανδρες κυπριοι και κυρηναιοι οιτινες εισελθοντες εις αντιοχειαν ελαλουν προς τους ελληνιστας ευαγγελιζομενοι τον κυριον ιησουν,0
acts-of-the-apostles,11.0,21.0,και ην χειρ κυριου μετ αυτων πολυς τε αριθμος πιστευσας επεστρεψεν επι τον κυριον,και ην χειρ κυριου μετ αυτων πολυς τε αριθμος πιστευσας επεστρεψεν επι τον κυριον,0
acts-of-the-apostles,11.0,22.0,ηκουσθη δε ο λογος εις τα ωτα της εκκλησιας της εν ιεροσολυμοις περι αυτων και εξαπεστειλαν βαρναβαν διελθειν εως αντιοχειας,ηκουσθη δε ο λογος εις τα ωτα της εκκλησιας της εν ιεροσολυμοις περι αυτων και εξαπεστειλαν βαρναβαν διελθειν εως αντιοχειας,0
acts-of-the-apostles,11.0,23.0,ος παραγενομενος και ιδων την χαριν του θεου εχαρη και παρεκαλει παντας τη προθεσει της καρδιας προσμενειν τω κυριω,ος παραγενομενος και ιδων την χαριν του θεου εχαρη και παρεκαλει παντας τη προθεσει της καρδιας προσμενειν τω κυριω,0
acts-of-the-apostles,11.0,24.0,οτι ην ανηρ αγαθος και πληρης πνευματος αγιου και πιστεως και προσετεθη οχλος ικανος τω κυριω,οτι ην ανηρ αγαθος και πληρης πνευματος αγιου και πιστεως και προσετεθη οχλος ικανος τω κυριω,0
acts-of-the-apostles,11.0,25.0,εξηλθεν δε εις ταρσον ο βαρναβας αναζητησαι σαυλον,εξηλθεν δε εις ταρσον ο βαρναβας αναζητησαι σαυλον,0
acts-of-the-apostles,11.0,26.0,και ευρων αυτον ηγαγεν αυτον εις αντιοχειαν εγενετο δε αυτους ενιαυτον ολον συναχθηναι εν τη εκκλησια και διδαξαι οχλον ικανον χρηματισαι τε πρωτον εν αντιοχεια τους μαθητας χριστιανους,και ευρων αυτον ηγαγεν αυτον εις αντιοχειαν εγενετο δε αυτους ενιαυτον ολον συναχθηναι εν τη εκκλησια και διδαξαι οχλον ικανον χρηματισαι τε πρωτον εν αντιοχεια τους μαθητας χριστιανους,0
acts-of-the-apostles,11.0,27.0,εν ταυταις δε ταις ημεραις κατηλθον απο ιεροσολυμων προφηται εις αντιοχειαν,εν ταυταις δε ταις ημεραις κατηλθον απο ιεροσολυμων προφηται εις αντιοχειαν,0
acts-of-the-apostles,11.0,28.0,αναστας δε εις εξ αυτων ονοματι αγαβος εσημανεν δια του πνευματος λιμον μεγαν μελλειν εσεσθαι εφ ολην την οικουμενην οστις και εγενετο επι κλαυδιου καισαρος,αναστας δε εις εξ αυτων ονοματι αγαβος εσημανεν δια του πνευματος λιμον μεγαν μελλειν εσεσθαι εφ ολην την οικουμενην οστις και εγενετο επι κλαυδιου καισαρος,0
acts-of-the-apostles,11.0,29.0,των δε μαθητων καθως ηυπορειτο τις ωρισαν εκαστος αυτων εις διακονιαν πεμψαι τοις κατοικουσιν εν τη ιουδαια αδελφοις,των δε μαθητων καθως ηυπορειτο τις ωρισαν εκαστος αυτων εις διακονιαν πεμψαι τοις κατοικουσιν εν τη ιουδαια αδελφοις,0
acts-of-the-apostles,11.0,30.0,ο και εποιησαν αποστειλαντες προς τους πρεσβυτερους δια χειρος βαρναβα και σαυλου,ο και εποιησαν αποστειλαντες προς τους πρεσβυτερους δια χειρος βαρναβα και σαυλου,0
acts-of-the-apostles,12.0,1.0,κατ εκεινον δε τον καιρον επεβαλεν ηρωδης ο βασιλευς τας χειρας κακωσαι τινας των απο της εκκλησιας,κατ εκεινον δε τον καιρον επεβαλεν ηρωδης ο βασιλευς τας χειρας κακωσαι τινας των απο της εκκλησιας,0
acts-of-the-apostles,12.0,2.0,ανειλεν δε ιακωβον τον αδελφον ιωαννου μαχαιρα,ανειλεν δε ιακωβον τον αδελφον ιωαννου μαχαιρα,0
acts-of-the-apostles,12.0,3.0,και ιδων οτι αρεστον εστιν τοις ιουδαιοις προσεθετο συλλαβειν και πετρον ησαν δε ημεραι των αζυμων,και ιδων οτι αρεστον εστιν τοις ιουδαιοις προσεθετο συλλαβειν και πετρον ησαν δε ημεραι των αζυμων,0
acts-of-the-apostles,12.0,4.0,ον και πιασας εθετο εις φυλακην παραδους τεσσαρσιν τετραδιοις στρατιωτων φυλασσειν αυτον βουλομενος μετα το πασχα αναγαγειν αυτον τω λαω,ον και πιασας εθετο εις φυλακην παραδους τεσσαρσιν τετραδιοις στρατιωτων φυλασσειν αυτον βουλομενος μετα το πασχα αναγαγειν αυτον τω λαω,0
acts-of-the-apostles,12.0,5.0,ο μεν ουν πετρος ετηρειτο εν τη φυλακη προσευχη δε ην εκτενης γινομενη υπο της εκκλησιας προς τον θεον υπερ αυτου,ο μεν ουν πετρος ετηρειτο εν τη φυλακη προσευχη δε ην εκτενης γινομενη υπο της εκκλησιας προς τον θεον υπερ αυτου,0
acts-of-the-apostles,12.0,6.0,οτε δε εμελλεν αυτον προαγειν ο ηρωδης τη νυκτι εκεινη ην ο πετρος κοιμωμενος μεταξυ δυο στρατιωτων δεδεμενος αλυσεσιν δυσιν φυλακες τε προ της θυρας ετηρουν την φυλακην,οτε δε εμελλεν αυτον προαγειν ο ηρωδης τη νυκτι εκεινη ην ο πετρος κοιμωμενος μεταξυ δυο στρατιωτων δεδεμενος αλυσεσιν δυσιν φυλακες τε προ της θυρας ετηρουν την φυλακην,0
